air_temp,rh,soil_moisture,soil_temp,co2,outside_temp,hour,dli_so_far,cool_trigger,cool_target,heat_trigger,rh_high,rh_low,sm_low,co2_trigger,fan,vent,mister,heater,irrigation,lights,co2_inject,fan_min,mister_min,heater_min,irrigation_min,lights_min,co2_min
9.0,41.6,78.5,22.5,337.0,5.0,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,0,0,0,0,25,30,0,0,0
11.5,39.4,17.3,20.8,1719.0,14.2,9,3.46,28.2,26.2,10.5,92.5,64.5,51.5,626.0,1,1,1,0,1,0,0,15,30,0,45,0,0
25.8,57.6,58.9,9.0,564.0,25.1,6,0.0,26.2,24.2,11.8,87.8,63.6,48.5,663.0,0,0,1,1,0,0,0,0,15,90,0,0,0
12.9,97.3,49.7,21.9,659.0,11.6,23,13.71,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,1,0,0,0,25,0,25,0,0,0
40.9,52.8,17.9,31.3,438.0,42.0,11,5.74,25.7,23.7,13.2,92.1,58.3,59.8,712.0,3,1,1,0,1,0,0,60,30,0,45,0,0
40.4,93.1,87.8,19.7,631.0,33.0,3,0.0,26.0,24.0,9.7,88.5,59.6,44.1,709.0,3,2,0,0,0,0,0,25,0,0,0,0,0
27.5,64.1,52.6,24.0,1484.0,26.1,21,4.29,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6,62.8,97.3,22.7,554.0,33.7,20,13.15,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.7,63.5,74.9,27.6,834.0,31.0,10,1.58,27.6,25.6,9.4,91.9,64.6,45.5,707.0,2,1,1,0,0,0,0,35,20,0,0,0,0
17.8,77.0,45.7,21.8,403.0,33.6,20,11.73,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.4,69.7,84.8,25.0,596.0,23.0,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.7,85.4,84.0,20.5,899.0,41.4,20,13.8,25.8,23.8,13.2,85.6,59.0,57.7,653.0,3,1,0,0,0,0,0,60,0,0,0,0,0
19.9,72.6,39.6,23.0,754.0,13.8,15,6.23,26.7,24.7,12.0,86.6,62.8,42.6,738.0,0,0,0,0,1,0,0,0,0,0,25,0,0
31.1,68.9,34.7,21.2,422.0,25.4,4,0.0,31.4,29.4,10.4,85.6,59.2,55.4,758.0,0,0,0,0,1,0,0,0,0,0,40,0,0
9.9,88.2,47.3,23.6,709.0,7.2,5,0.0,30.2,28.2,8.1,88.4,64.8,49.8,738.0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.4,77.3,25.4,30.7,616.0,29.8,7,1.5,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,1,0,0,20,10,0,45,0,0
27.5,91.3,48.2,16.6,729.0,25.7,7,0.64,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,1,0,0,15,0,0,25,0,0
9.8,51.4,75.4,21.9,1091.0,36.1,18,13.06,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,0,0,0,0,20,25,0,0,0
12.5,63.3,50.8,20.6,1476.0,21.0,7,1.63,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,55.9,21.2,29.2,929.0,14.2,5,0.0,29.7,27.7,12.3,92.6,61.2,41.1,752.0,0,0,1,0,1,0,0,0,15,0,40,0,0
7.6,64.3,48.4,19.5,1514.0,5.0,0,0.0,30.0,28.0,8.4,85.9,62.8,51.8,665.0,1,1,0,1,0,0,0,15,0,20,0,0,0
16.8,91.0,41.8,21.0,884.0,25.1,7,1.62,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,1,1,0,0,15,0,15,30,0,0
15.8,81.0,53.4,20.9,1029.0,9.2,12,8.25,27.0,25.0,12.6,87.2,59.1,56.3,678.0,0,0,0,0,1,0,0,0,0,0,25,0,0
14.7,67.3,54.2,22.3,1467.0,5.0,23,7.91,31.8,29.8,12.5,91.2,64.0,50.2,798.0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,38.0,20.4,18.0,1101.0,43.5,18,19.48,27.2,25.2,13.2,92.5,55.9,52.6,762.0,3,1,1,0,1,0,0,60,30,0,45,0,0
11.3,58.0,96.6,23.8,593.0,25.6,18,6.77,27.4,25.4,9.3,90.3,60.0,48.9,782.0,0,0,1,0,0,1,0,0,15,0,0,210,0
32.8,91.4,46.0,13.7,1504.0,34.8,21,18.84,30.0,28.0,14.6,87.2,61.5,45.4,648.0,2,1,0,1,0,0,0,30,0,45,0,0,0
29.9,60.6,47.1,21.0,659.0,25.1,9,3.57,28.7,26.7,8.4,88.5,59.3,46.9,751.0,2,1,1,0,0,0,0,10,5,0,0,0,0
28.9,63.1,70.4,19.6,680.0,26.1,14,4.08,26.2,24.2,14.6,85.0,55.4,46.5,682.0,2,1,1,0,0,0,0,25,15,0,0,0,0
26.5,87.0,62.1,21.0,622.0,20.1,1,0.0,25.8,23.8,10.4,91.5,58.8,59.1,729.0,1,1,0,0,0,0,0,15,0,0,0,0,0
7.5,95.4,76.6,19.8,414.0,9.0,12,5.51,29.6,27.6,14.7,87.0,61.1,52.7,742.0,2,1,0,1,0,0,0,25,0,45,0,0,0
12.8,97.1,45.2,24.2,1502.0,9.5,8,1.81,26.2,24.2,13.3,91.8,62.9,49.7,754.0,2,1,0,1,1,0,0,20,0,20,25,0,0
34.3,68.5,85.1,11.0,700.0,35.5,3,0.0,25.8,23.8,11.6,86.0,59.9,56.2,746.0,3,1,1,1,0,0,0,40,20,70,0,0,0
8.6,91.6,45.3,25.7,1633.0,7.4,12,4.84,28.2,26.2,10.5,91.7,63.4,48.5,622.0,1,1,0,1,1,0,0,15,0,25,25,0,0
24.9,61.8,18.2,17.9,1127.0,25.0,8,1.69,29.8,27.8,9.7,86.3,64.3,48.7,611.0,0,0,1,0,1,0,0,0,15,0,45,0,0
9.1,35.7,57.5,23.9,1047.0,26.0,0,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,0,0,0,0,30,30,0,0,0
10.4,66.4,57.4,24.9,567.0,15.6,23,5.36,27.0,25.0,12.4,93.0,63.9,56.2,676.0,0,0,0,1,0,0,0,0,0,25,0,0,0
7.5,36.0,58.4,19.0,637.0,37.7,22,5.53,30.4,28.4,10.4,88.1,63.2,51.4,695.0,0,0,1,1,0,0,0,0,30,30,0,0,0
8.7,80.2,62.5,23.1,1091.0,5.0,8,3.03,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,30,0,0,0
24.1,88.7,88.8,29.9,692.0,22.2,1,0.0,30.8,28.8,8.1,91.9,58.7,44.1,734.0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.2,73.5,85.8,23.1,1551.0,29.2,4,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,25,15,0,0,0,0
5.0,89.9,38.3,26.1,698.0,6.4,4,0.0,30.3,28.3,8.7,87.7,60.6,41.2,778.0,1,1,0,1,0,0,0,20,0,35,0,0,0
7.3,92.6,52.9,24.6,591.0,37.5,10,5.02,30.2,28.2,8.8,92.4,61.9,53.6,728.0,1,1,0,1,1,0,0,15,0,25,25,0,0
22.5,52.4,58.6,29.2,553.0,39.0,22,12.61,26.0,24.0,10.6,86.9,59.1,50.5,723.0,0,0,1,0,0,0,0,0,15,0,0,0,0
36.0,46.5,27.7,23.8,608.0,32.5,13,10.19,29.3,27.3,11.4,90.9,61.6,52.1,691.0,3,2,1,0,1,0,0,20,25,0,45,0,0
16.2,87.0,67.8,20.0,885.0,17.7,21,10.64,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3,58.3,97.8,17.5,912.0,39.5,10,4.92,26.9,24.9,14.3,92.5,61.2,46.0,690.0,3,2,1,0,0,0,0,30,15,0,0,0,0
25.1,90.4,57.9,21.5,829.0,36.5,15,6.5,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
39.2,86.3,87.1,28.1,1496.0,40.0,15,8.37,27.6,25.6,12.1,89.6,61.0,40.7,690.0,3,1,0,0,0,0,0,50,0,0,0,0,0
26.3,87.4,51.3,20.4,650.0,18.4,8,1.58,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,1,0,0,0,0,0,10
16.2,89.3,55.3,22.6,1470.0,12.0,13,7.73,28.1,26.1,13.3,90.5,62.4,57.3,798.0,0,0,0,0,1,0,0,0,0,0,25,0,0
27.7,67.0,51.6,17.5,1552.0,31.6,7,0.62,27.0,25.0,9.2,92.7,64.6,54.5,645.0,2,1,1,0,1,0,0,20,10,0,25,0,0
22.4,95.5,47.9,18.6,643.0,14.2,19,5.68,27.2,25.2,10.6,92.2,64.7,42.5,658.0,2,1,0,0,0,0,0,20,0,0,0,0,0
35.6,80.1,87.4,9.9,934.0,34.6,21,10.59,30.8,28.8,9.8,86.3,60.1,44.0,612.0,2,1,0,1,0,0,0,45,0,85,0,0,0
21.3,83.9,77.7,15.3,481.0,34.8,13,5.97,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,1,0,0,0,0,0,15
30.4,64.5,48.3,24.1,817.0,26.2,9,4.49,28.9,26.9,11.1,90.1,64.5,45.5,771.0,2,1,1,0,0,0,0,15,10,0,0,0,0
28.2,64.1,44.7,23.9,700.0,24.9,2,0.0,29.0,27.0,13.4,93.0,64.2,41.6,790.0,0,0,1,0,0,0,0,0,15,0,0,0,0
27.3,73.3,19.9,22.8,375.0,22.9,7,0.28,29.0,27.0,10.3,87.9,62.0,40.2,639.0,0,0,0,0,1,0,1,0,0,0,40,0,15
17.7,82.3,97.8,17.0,438.0,14.6,20,3.52,31.1,29.1,8.8,90.1,59.2,48.4,791.0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,84.5,47.0,21.2,269.0,38.3,4,0.0,25.4,23.4,12.4,88.6,57.9,54.1,766.0,3,1,0,0,0,0,0,35,0,0,0,0,0
41.5,90.7,94.2,23.6,660.0,35.8,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,0,0,0,0,0,25,0,0,0,0,0
25.5,94.6,53.5,22.8,641.0,25.6,1,0.0,26.5,24.5,9.3,89.4,63.1,52.1,625.0,1,1,0,0,0,0,0,20,0,0,0,0,0
26.8,58.3,48.8,18.9,643.0,25.9,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,1,0,0,0,15,0,25,0,0
17.2,56.7,38.4,27.9,783.0,14.9,15,4.61,29.0,27.0,12.9,90.5,56.5,59.8,776.0,0,0,0,0,1,0,0,0,0,0,40,0,0
25.5,90.3,37.4,21.6,1507.0,25.8,20,15.29,28.4,26.4,13.2,86.9,61.7,40.2,761.0,1,1,0,0,0,0,0,20,0,0,0,0,0
15.4,65.7,18.1,18.2,267.0,14.9,6,0.0,31.4,29.4,12.5,89.8,60.1,58.9,792.0,0,0,0,0,1,0,0,0,0,0,45,0,0
15.3,58.9,94.9,25.8,754.0,15.7,11,6.09,26.4,24.4,9.0,90.0,64.3,55.3,608.0,0,0,1,0,0,0,0,0,15,0,0,0,0
39.5,63.2,22.5,24.8,1083.0,35.6,1,0.0,25.6,23.6,8.8,88.3,60.5,53.2,750.0,3,2,1,0,1,0,0,30,15,0,45,0,0
15.5,90.6,46.7,23.3,824.0,13.5,21,8.11,27.5,25.5,13.9,88.7,61.7,48.1,787.0,1,1,0,1,0,0,0,15,0,15,0,0,0
15.7,65.7,50.2,13.7,669.0,5.8,5,0.0,31.2,29.2,12.9,93.0,64.8,49.1,696.0,0,0,0,1,0,0,0,0,0,45,0,0,0
12.5,89.3,50.2,25.3,781.0,11.7,21,4.92,26.0,24.0,12.0,85.9,63.8,59.5,660.0,1,1,0,1,0,0,0,20,0,20,0,0,0
15.4,63.2,71.3,25.8,1061.0,5.0,12,3.64,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,39.1,69.0,22.7,652.0,25.7,1,0.0,25.7,23.7,12.9,86.2,62.0,45.7,607.0,3,2,1,0,0,0,0,15,30,0,0,0,0
15.1,40.1,78.2,21.8,582.0,8.5,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,25,0,0,0,0
9.8,57.0,41.6,25.2,574.0,19.3,7,0.73,28.1,26.1,10.9,89.6,62.1,44.5,708.0,0,0,1,1,1,0,1,0,15,25,25,0,10
36.6,37.7,50.8,17.7,818.0,33.1,14,2.34,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,25,25,0,0,0,0
28.7,61.7,53.2,20.7,1519.0,29.5,5,0.0,30.1,28.1,10.9,90.2,62.6,55.4,697.0,1,1,1,0,0,0,0,15,15,0,0,0,0
27.3,89.5,43.9,20.6,1471.0,29.0,14,6.24,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,1,0,0,0,0,0,30,0,0
13.8,53.5,58.6,23.6,1447.0,21.7,0,0.0,27.8,25.8,13.2,89.8,59.9,57.9,739.0,0,0,1,0,0,0,0,0,15,0,0,0,0
10.6,50.6,38.9,13.6,598.0,11.9,16,3.01,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,1,1,1,0,20,45,35,240,10
31.0,64.8,42.9,13.0,730.0,21.8,8,0.56,31.3,29.3,8.4,91.7,55.3,43.9,678.0,0,0,0,1,1,0,0,0,0,50,25,0,0
22.3,50.3,80.8,21.3,817.0,22.5,3,0.0,31.0,29.0,13.5,89.4,59.1,43.0,778.0,0,0,1,0,0,0,0,0,20,0,0,0,0
20.9,53.4,49.7,21.4,1616.0,16.3,12,1.82,25.7,23.7,9.2,92.8,62.9,59.8,679.0,1,1,1,0,1,0,0,15,20,0,30,0,0
17.2,64.9,60.1,23.9,1538.0,18.5,20,17.83,31.5,29.5,14.7,88.0,61.9,59.5,719.0,1,1,0,0,0,0,0,15,0,0,0,0,0
36.4,71.0,45.1,20.9,774.0,34.9,12,7.39,26.1,24.1,12.9,86.7,57.4,55.8,687.0,3,1,1,0,1,0,0,45,25,0,30,0,0
12.2,59.0,41.6,22.0,1555.0,5.0,21,6.16,28.3,26.3,13.0,90.3,63.9,41.6,637.0,1,1,1,1,0,0,0,15,15,20,0,0,0
27.3,87.0,44.4,17.3,615.0,25.3,7,0.48,27.3,25.3,9.9,87.7,60.7,41.6,634.0,0,0,0,0,0,0,1,0,0,0,0,0,5
16.1,84.2,56.4,18.9,1514.0,21.8,7,1.33,30.3,28.3,12.9,87.0,56.5,55.7,733.0,1,1,0,0,0,0,0,15,0,0,0,0,0
27.6,89.1,97.1,29.0,617.0,22.2,20,13.33,27.6,25.6,10.9,92.3,61.5,46.0,755.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,93.7,45.4,22.1,1531.0,7.1,5,0.0,30.9,28.9,9.2,90.6,55.4,51.6,752.0,1,1,0,1,0,0,0,20,0,25,0,0,0
17.3,71.6,37.5,30.2,717.0,17.3,1,0.0,25.2,23.2,10.8,86.5,59.5,41.7,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,39.3,17.8,20.0,957.0,5.0,3,0.0,30.7,28.7,13.4,88.8,61.5,46.0,668.0,0,0,1,1,1,0,0,0,25,50,45,0,0
22.0,44.0,15.8,22.1,802.0,25.5,15,3.09,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,1,0,0,0,25,0,45,0,0
25.1,52.3,55.2,19.3,1572.0,16.0,15,8.44,25.9,23.9,14.8,88.3,58.0,52.8,619.0,1,1,1,0,0,0,0,15,15,0,0,0,0
23.2,74.7,58.0,28.0,1453.0,20.3,0,0.0,28.0,26.0,12.1,87.2,58.6,54.4,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.3,90.7,94.0,16.8,1070.0,25.3,13,9.93,31.2,29.2,12.0,88.1,55.3,48.9,622.0,1,1,0,0,0,0,0,20,0,0,0,0,0
42.4,49.3,57.3,15.8,428.0,33.5,14,5.1,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,25,20,0,0,0,0
32.6,71.2,19.5,20.7,960.0,26.4,23,5.2,27.8,25.8,14.5,87.2,56.1,55.0,750.0,2,1,1,0,1,0,0,20,10,0,45,0,0
14.8,55.7,70.5,24.3,896.0,31.5,10,4.55,29.7,27.7,9.2,91.1,61.9,55.9,615.0,0,0,1,0,0,0,0,0,15,0,0,0,0
25.7,90.6,50.2,17.8,1356.0,17.4,18,14.15,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
11.0,87.5,95.6,28.6,665.0,11.1,23,18.7,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,20,0,0,0
24.2,57.7,48.8,20.9,1489.0,16.2,21,15.73,27.0,25.0,8.7,89.2,59.7,50.7,742.0,0,0,1,0,0,0,0,0,15,0,0,0,0
7.5,94.9,88.0,20.3,832.0,5.0,20,6.71,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,1,0,0,0,20,0,35,0,0,0
5.7,50.9,91.3,27.6,434.0,5.0,21,19.76,30.0,28.0,9.3,91.7,61.0,42.6,731.0,0,0,1,1,0,0,0,0,20,35,0,0,0
25.0,66.0,63.9,19.2,982.0,18.0,6,0.0,26.4,24.4,13.3,90.9,63.8,54.2,658.0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,94.7,25.1,19.0,1264.0,39.2,3,0.0,29.5,27.5,10.3,87.9,57.8,51.1,773.0,3,2,0,0,1,0,0,30,0,0,45,0,0
22.9,91.6,57.1,20.2,589.0,17.9,13,6.97,26.0,24.0,10.8,89.7,62.2,57.7,638.0,1,1,0,0,1,0,0,15,0,0,25,0,0
14.5,38.1,87.2,26.1,468.0,11.1,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,25,0,0,0,0
10.7,76.7,84.7,21.1,406.0,5.0,10,6.01,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,1,0,0,25,0,0,20
33.1,69.3,48.8,21.8,1009.0,28.7,0,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,15,10,0,0,0,0
25.2,85.3,56.0,25.7,1543.0,23.0,14,11.86,25.7,23.7,12.0,87.9,63.5,47.7,638.0,1,1,0,0,0,0,0,15,0,0,0,0,0
33.1,89.5,53.3,22.6,760.0,35.4,18,7.66,30.9,28.9,13.7,89.9,58.6,47.5,745.0,2,1,0,0,0,1,0,30,0,0,0,105,0
13.1,57.2,59.3,17.7,970.0,7.4,23,12.55,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
34.3,39.5,44.1,18.2,572.0,31.3,23,15.4,26.4,24.4,8.2,85.6,61.5,55.6,675.0,3,2,1,0,0,0,0,25,25,0,0,0,0
22.1,50.4,65.1,23.6,469.0,22.6,19,17.26,29.8,27.8,12.9,87.4,63.3,57.9,776.0,0,0,1,0,0,0,0,0,20,0,0,0,0
18.6,42.9,76.3,21.9,595.0,13.0,11,2.4,29.4,27.4,10.0,90.1,57.2,59.9,780.0,0,0,1,0,0,0,1,0,20,0,0,0,15
12.0,93.1,34.6,21.1,622.0,5.0,17,6.33,30.4,28.4,14.9,88.8,55.6,40.2,620.0,1,1,0,1,1,1,0,20,0,30,30,240,0
19.4,92.3,24.1,27.3,545.0,22.9,19,19.07,27.8,25.8,11.6,86.6,56.1,42.4,798.0,1,1,0,0,1,0,0,20,0,0,40,0,0
21.1,80.7,80.1,21.0,971.0,23.7,12,5.75,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.3,96.7,70.8,24.1,1043.0,17.3,12,9.68,26.2,24.2,10.4,89.7,62.2,52.1,667.0,2,1,0,0,0,0,0,25,0,0,0,0,0
44.8,42.1,95.6,29.1,404.0,45.0,1,0.0,31.2,29.2,13.7,92.7,57.4,40.3,746.0,3,1,1,0,0,0,0,60,30,0,0,0,0
23.6,57.3,46.1,12.7,1347.0,15.1,7,1.07,25.0,23.0,13.0,86.7,63.3,48.7,775.0,0,0,1,1,1,0,0,0,15,55,25,0,0
33.5,50.1,27.2,15.4,269.0,33.3,16,6.7,31.3,29.3,10.7,89.4,60.9,46.1,609.0,2,1,1,0,1,1,0,30,20,0,40,220,0
14.2,67.6,60.6,18.3,1549.0,11.9,17,14.18,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
31.8,65.0,80.4,17.0,664.0,33.2,15,3.34,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,40,20,0,0,0,0
22.8,82.2,50.4,19.5,498.0,23.6,1,0.0,25.4,23.4,12.9,90.9,55.1,48.8,693.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.0,91.7,68.3,19.6,550.0,5.4,5,0.0,29.8,27.8,11.8,90.2,62.7,48.1,647.0,1,1,0,1,0,0,0,15,0,30,0,0,0
10.6,85.1,57.7,21.7,733.0,12.7,12,4.51,29.8,27.8,8.8,85.5,56.8,56.6,696.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,57.8,53.7,23.7,705.0,29.2,1,0.0,28.9,26.9,14.2,91.3,58.9,44.8,688.0,0,0,1,0,0,0,0,0,15,0,0,0,0
44.2,90.1,37.7,21.8,339.0,37.2,17,4.81,28.0,26.0,14.3,90.7,63.6,46.9,625.0,3,2,0,0,1,1,0,30,0,0,30,240,0
30.8,90.4,48.5,20.3,750.0,31.5,1,0.0,29.7,27.7,8.2,91.5,64.4,45.4,799.0,2,1,0,0,0,0,0,20,0,0,0,0,0
14.9,56.7,56.7,21.8,1504.0,17.8,23,10.48,28.4,26.4,14.2,91.8,58.4,50.7,607.0,1,1,1,0,0,0,0,15,15,0,0,0,0
42.0,83.7,94.2,25.3,517.0,39.5,6,0.0,30.0,28.0,12.5,88.4,61.1,40.5,723.0,3,2,0,0,0,0,0,40,0,0,0,0,0
23.7,70.7,95.6,28.8,459.0,27.3,18,11.96,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,66.6,46.2,28.4,581.0,29.3,9,2.0,30.5,28.5,14.7,91.1,63.7,47.4,691.0,1,1,1,0,1,0,0,35,20,0,25,0,0
37.2,91.9,55.2,21.8,1220.0,32.3,0,0.0,28.2,26.2,9.2,92.8,55.9,55.2,601.0,3,2,0,0,0,0,0,20,0,0,0,0,0
39.8,48.3,20.8,19.2,580.0,39.8,21,17.61,27.3,25.3,10.6,85.1,60.2,51.6,723.0,3,1,1,0,1,0,0,55,30,0,45,0,0
37.8,50.5,57.3,24.1,633.0,28.7,11,8.12,31.7,29.7,9.1,87.2,56.3,50.3,610.0,3,2,1,0,0,0,0,15,15,0,0,0,0
9.6,59.1,48.5,16.7,1449.0,5.0,1,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,0,0,0,0,15,30,0,0,0
9.7,49.3,49.3,29.4,1015.0,24.4,13,11.6,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,1,0,0,0,20,30,25,0,0
15.3,56.5,22.8,9.2,792.0,10.3,23,5.51,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,1,0,0,0,15,90,45,0,0
32.5,60.4,30.0,14.5,476.0,29.4,5,0.0,29.3,27.3,14.2,85.7,59.5,49.9,752.0,2,1,1,0,1,0,0,25,15,0,40,0,0
13.7,71.1,37.1,21.3,544.0,8.9,23,4.63,27.9,25.9,10.4,90.3,61.1,50.2,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,83.3,46.1,27.2,738.0,26.8,22,14.79,26.1,24.1,12.1,88.7,58.3,52.5,662.0,2,1,0,0,0,0,0,25,0,0,0,0,0
29.3,39.0,87.9,32.5,831.0,29.3,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,25,25,0,0,0,0
28.2,57.6,45.9,23.7,570.0,23.9,14,2.33,29.6,27.6,12.0,89.9,61.1,48.4,647.0,0,0,1,0,1,0,1,0,15,0,25,0,10
12.7,61.5,48.6,26.4,1487.0,34.0,7,0.52,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,1,0,0,0,0,0,25,0,0
39.9,68.3,63.5,16.0,939.0,33.3,23,7.11,26.9,24.9,14.6,92.6,60.2,55.7,789.0,3,2,1,0,0,0,0,25,15,0,0,0,0
26.2,85.0,87.7,22.6,1022.0,20.5,20,9.91,26.2,24.2,9.2,88.0,60.7,44.6,702.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.6,45.6,78.2,19.5,1094.0,15.6,22,7.07,29.3,27.3,9.6,90.7,55.1,43.1,625.0,0,0,1,0,0,0,0,0,20,0,0,0,0
43.9,56.6,33.1,21.2,961.0,28.3,3,0.0,31.4,29.4,13.9,88.3,55.8,56.2,724.0,3,2,1,0,1,0,0,25,15,0,45,0,0
35.8,85.5,17.8,21.0,840.0,37.0,11,5.42,31.9,29.9,8.1,85.2,59.6,51.6,685.0,2,1,0,0,1,0,0,40,0,0,45,0,0
19.5,49.1,80.9,8.3,629.0,18.6,4,0.0,27.3,25.3,14.6,88.2,64.1,54.4,781.0,0,0,1,1,0,0,0,0,20,90,0,0,0
10.2,93.3,23.6,23.2,737.0,6.8,13,7.37,28.8,26.8,14.6,87.1,60.8,59.1,661.0,1,1,0,1,1,0,0,25,0,35,45,0,0
9.0,74.1,80.7,20.9,629.0,5.0,14,5.29,30.5,28.5,11.7,89.3,56.9,43.8,796.0,0,0,0,1,0,0,1,0,0,30,0,0,15
9.8,71.7,48.7,20.5,365.0,28.7,4,0.0,26.5,24.5,9.4,87.9,59.6,58.3,781.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,87.1,47.5,23.9,523.0,20.8,15,12.84,30.4,28.4,8.6,85.9,63.2,40.5,600.0,1,1,0,0,0,0,0,15,0,0,0,0,0
34.7,62.2,53.1,29.4,710.0,38.3,21,6.18,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,1,1,0,0,0,0,35,20,0,0,0,0
42.1,66.2,16.8,11.9,306.0,41.8,17,11.19,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,1,1,1,1,0,0,60,30,65,45,0,0
29.0,59.4,62.8,23.2,697.0,31.4,22,8.06,31.2,29.2,9.1,89.8,63.6,59.3,686.0,0,0,1,0,0,0,0,0,15,0,0,0,0
9.3,94.6,62.0,26.4,1533.0,10.7,22,5.78,29.3,27.3,13.7,92.1,58.7,57.0,705.0,1,1,0,1,0,0,0,20,0,35,0,0,0
13.7,61.2,42.3,21.5,589.0,13.2,5,0.0,29.6,27.6,11.6,89.5,58.8,43.6,668.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1,84.5,74.3,10.4,499.0,22.9,14,2.73,28.7,26.7,9.2,85.1,58.3,52.7,798.0,0,0,0,1,0,0,1,0,0,80,0,0,20
30.2,83.4,50.5,15.7,1393.0,36.7,8,1.83,30.4,28.4,8.1,86.7,63.5,55.5,608.0,0,0,0,0,1,0,0,0,0,0,25,0,0
